"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"SSC COLORADO SPRINGS CEDARWOOD OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$651,328","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","COLORADO SPRINGS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC COLORADO SPRINGS COLONIAL COLUMNS OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$679,929","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","COLORADO SPRINGS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC COLORADO SPRINGS TERRACE GARDENS OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$612,871","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Missouri","COLORADO SPRINGS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC CONCORD OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$754,342","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","North Carolina","CONCORD","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC DENVER RED ROCKS OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$827,107","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","DENVER","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC DENVER SOUTH MONACO OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$655,543","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","DENVER","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC ENGLEWOOD OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$683,356","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","ENGLEWOOD","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC FORT COLLINS LEMAY AVENUE OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$663,462","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","FORT COLLINS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC GREELEY CENTENNIAL OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$830,607","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","GREELEY","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC GREELEY KENTON OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$787,128","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","GREELEY","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC HAMILTON OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$758,199","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Illinois","HAMILTON","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC HICKORY 13TH OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$737,679","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","North Carolina","HICKORY","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC KENANSVILLE OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$824,016","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","North Carolina","KENANSVILLE","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC LOVELAND OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$796,750","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","LOVELAND","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC MOUNT VERNON OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$678,797","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Illinois","MOUNT VERNON","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC ODIN OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$791,218","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Illinois","ODIN","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC PALISADE OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$658,885","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","PALISADES","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC PASADENA OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$824,441","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Texas","PASADENA","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC PUEBLO OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$750,220","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","PUEBLO","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC SAN JOSE OPERATING COMPANY LP","SavaSeniorCare","20210818","grant","$621,160","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","California","SAN JOSE","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC STERLING OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$649,239","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","STERLING","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC SUPERIOR TOWNSHIP OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$832,298","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Michigan","YPSILANTI","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC SWEENY OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$769,117","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Texas","SWEENY","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC THORNTON OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$613,950","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","THORNTON","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC WAYNESVILLE OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$639,709","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","North Carolina","WAYNESVILLE","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC WILSON OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$699,424","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","North Carolina","WILSON","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"SSC WINDSOR OPERATING COMPANY LLC","SavaSeniorCare","20210818","grant","$722,743","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Colorado","WINDSOR","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$152,983","","$34,139","$11,200,000","$9,098,903","$0","","$0","$0","$0","no","no","yes","yes","no","no","","","","savaseniorcare","savaseniorcare"
"Ted Stevens Anchorage International","State of Alaska Department of Transportation & Public Facilities","20200414","grant","$26,376,060","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Alaska","Anchorage","","","","","","0","","government-owned","","Alaska","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Nebraska Medical Center","University Of Nebraska","20200409","grant","$647,836","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Nebraska","Omaha","","","","","","0","","non-profit","","Nebraska","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Nevada - Las Vegas","Nevada System of Higher Education","20200409","grant","$11,842,646","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Nevada","Las Vegas","","","","","","0","","non-profit","","Nevada","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Nevada , Reno","Nevada System of Higher Education","20200409","grant","$7,122,267","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Nevada","Reno","","","","","","0","","non-profit","","Nevada","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of New Hampshire","University System of New Hampshire","20200409","grant","$5,823,777","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","New Hampshire","Durham","","","","","","0","","non-profit","","New Hampshire","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of New Haven","University Of New Haven","20200409","grant","$2,321,397","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Connecticut","","","","","","","0","","non-profit","","Connecticut","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of New Mexico","University Of New Mexico","20200409","grant","$8,633,256","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","New Mexico","Albuquerque","","","","","","0","","non-profit","","New Mexico","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of New Orleans (The)","University Of Louisiana System","20200409","grant","$2,790,943","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Louisiana","","","","","","","0","","non-profit","","Louisiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Alabama","University Of North Alabama","20200409","grant","$2,501,324","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Alabama","","","","","","","0","","non-profit","","Alabama","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North At Carolina Wilmington (The)","University Of North Carolina","20200409","grant","$5,283,026","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Wilmington","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Carolina  Asheville","University Of North Carolina","20200409","grant","$1,679,746","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Asheville","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Texarkana Regional-Webb Field","Texarkana Airport Authority","20200414","grant","$1,154,703","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Arkansas","Texarkana","","","","","","0","","government-owned","","Arkansas","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Carolina - Chapel Hill","University Of North Carolina","20200409","grant","$8,647,588","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Chapel Hill","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Carolina - Charlotte","University Of North Carolina","20200409","grant","$12,155,278","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Charlotte","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Carolina At Pembroke","University Of North Carolina","20200409","grant","$3,137,355","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Pembroke","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Carolina -Greensboro","University Of North Carolina","20200409","grant","$9,283,940","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Carolina","Greensboro","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Dakota","North Dakota University System","20200409","grant","$2,745,775","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","North Dakota","Grand Forks","","","","","","0","","non-profit","","North Dakota","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Florida","State University System of Florida","20200409","grant","$5,885,098","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Florida","Jacksonville","","","","","","0","","non-profit","","Florida","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Georgia","University System of Georgia","20200409","grant","$6,818,240","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Georgia","Dahlonega","","","","","","0","","non-profit","","Georgia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Texas","University Of North Texas","20200409","grant","$14,509,044","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Texas","Denton","","","","","","0","","non-profit","","Texas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of North Texas At Dallas","University Of North Texas","20200409","grant","$1,518,405","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Texas","Dallas","","","","","","0","","non-profit","","Texas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Northern Colorado","University Of Northern Colorado","20200409","grant","$3,825,107","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Colorado","","","","","","","0","","non-profit","","Colorado","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Tinian International","Commonwealth Ports Authority","20200414","grant","$1,159,085","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Northern Mariana Islands","Tinian","","","","","","0","","government-owned","","Northern Mariana Islands","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Northern Iowa","University Of Northern Iowa","20200409","grant","$3,809,368","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Iowa","","","","","","","0","","non-profit","","Iowa","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Northwestern Ohio","University Of Northwestern Ohio","20200409","grant","$1,953,170","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Ohio","","","","","","","0","","non-profit","","Ohio","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Of Oklahoma","Oklahoma State System of Higher Education","20200409","grant","$8,967,765","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Oklahoma","Norman","","","","","","0","","non-profit","","Oklahoma","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
