"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"CONFORMIS, INC.","ConforMIS, Inc.","20200409","loan","$0","$4,719,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1305773/000130577320000043/form_8-kxsba.htm","","Massachusetts","BILLERICA","600 Technology Park Drive","01821","MA-06","339112","East West Bank","254","","publicly traded","CFMS","Massachusetts","USA","medical equipment and supplies","joint replacement implants","271","0","$0","","$0","$0","$0","$0","","$2,853,754","$0","$0","no","no","no","no","no","yes","","","","",""
"CONTANGO OIL & GAS COMPANY","Contango Oil & Gas Co.","20200410","loan","$0","$3,369,397","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1071993/000107199320000023/mcf-20200331x10q.htm","","Texas","Houston","717 Texas Avenue Suite 2900","77002","TX-18","211130","JPMorgan Chase Bank, National Association","150","","publicly traded","MCF","Texas","USA","oil and gas","oil and gas operations","124","0","$0","","$0","$0","$0","$0","","$647,997","$0","$0","no","no","no","no","no","no","","","","",""
"COOL HOLDINGS INC","Cool Holdings Inc.","20200405","loan","$0","$3,098,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1274032/000156459020017956/awsm-8k_20200416.htm","","Florida","MIAMI","2001 NW 84 Ave","33122","FL-25","453998","City National Bank of Florida","369","","publicly traded","AWSM","Florida","USA","retailing","consumer electronics stores","178","0","$0","","$0","$0","$0","$0","","$329,461","$0","$0","no","no","no","no","no","no","","","","",""
"CPI AEROSTRUCTURES, INC.","CPI Aerostructures, Inc.","20200407","loan","$0","$4,795,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/889348/000138713120003857/cvu-8k_041020.htm","","New York","BRENTWOOD","91 Heartland Blvd","11717","NY-02","336413","BNB Bank","277","","publicly traded","CVU","New York","USA","aerospace and military contracting","aircraft parts","281","0","$0","","$0","$0","$0","$0","","$798,637","$0","$0","no","no","no","no","no","no","","","","",""
"CREATIVE REALITIES, INC.","Creative Realities, Inc.","20200414","loan","$0","$1,551,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1356093/000121390020010786/ea121282-8k_creativereal.htm","","Kentucky","LOUISVILLE","13100 MAGISTERIAL DR","40223","KY-03","511210","Old National Bank","80","","publicly traded","CREX","Kentucky","USA","business services","digital marketing","100","0","$0","","$0","$0","$0","$0","","$567,149","$0","$0","no","no","no","no","no","no","","","","",""
"CREXENDO, INC.","Crexendo, Inc.","20200413","loan","$0","$1,000,626","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1075736/000165495420004480/cxdo_8k.htm","","Arizona","TEMPE","1615 S.  52ND ST","85281","AZ-09","517311","Infinity Bank","59","The executive compensation figure applies to the CFO since the CEO receives only stock compensation.","publicly traded","CXDO","Arizona","USA","telecommunications","cloud-based communications","56","0","$0","","$0","$0","$0","$0","","$247,652","$0","$0","no","no","no","no","no","no","","","","",""
"CRH MEDICAL CORPORATION","CRH Medical Corporation","20200415","loan","$0","$2,945,620","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1461119/000127956920000563/ex991.htm","","Washington","Bellevue","1100 Bellevue Way NE, Suite 8A #188","98004","WA-09","621111","JPMorgan Chase Bank, National Association","124","","publicly traded","CRHM","","Canada","medical equipment and supplies","gastrointestinal treatment systems","155","0","$0","","$0","$0","$0","$0","","$525,000","$0","$0","no","no","no","no","no","no","","","","",""
"CRIMSON WINE GROUP","Crimson Wine Group, Ltd.","20200410","loan","$0","$3,819,522","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1562151/000156215120000036/cwgl_-xformx8xkxxpppxloan.htm","","California","NAPA","2700 Napa Valley Corporate DR","94558","CA-05","111332","American AgCredit, ACA","315","","publicly traded","CWGL","California","USA","beverages","wines","194","0","$0","","$0","$0","$0","$0","","$461,247","$0","$0","no","no","no","no","no","no","","","","",""
"CROWN CRAFTS, INC.","Crown Crafts, Inc.","20200414","loan","$0","$1,963,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/25895/000143774920008353/crws20200421_8k.htm","","Louisiana","GONZALES","916 S burnside Ave","70707","LA-06","337121","OneWest Bank, A Division of","133","","publicly traded","CRWS","Louisiana","USA","miscellaneous manufacturing","infant and toddler products","163","0","$0","","$0","$0","$0","$0","","$799,069","$0","$0","no","no","no","no","no","no","","","","",""
"CUI GLOBAL INC.","CUI Global, Inc.","20200429","loan","$0","$367,395","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1108967/000143774920009259/cui20200504_8k.htm","","Oregon","TUALATIN","20050 SW 112th Avenue","97062","OR-01","423690","Bank of America, National Association","15","","publicly traded","CUI","Oregon","USA","miscellaneous energy products and systems","energy products","257","0","$0","","$0","$0","$0","$0","23 to 1","$1,145,165","$50,657","$0","no","no","no","no","no","no","","","","",""
"CUMBERLAND PHARMACEUTICALS INC.","Cumberland Pharmaceuticals Inc.","20200414","loan","$0","$2,187,140","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1087294/000162828020005204/a8-kcaresactloan.htm","","Tennessee","NASHVILLE","2525 WEST END AVE","37203","TN-05","325412","Pinnacle Bank","94","","publicly traded","CPIX","Tennessee","USA","pharmaceuticals","specialty pharmaceuticals","94","0","$0","","$0","$0","$0","$0","12 to 1","$1,477,297","$119,885","$0","no","no","no","no","no","no","","","","",""
"CURAEGIS TECHNOLOGIES, INC.","CurAegis Technologies, Inc.","20200407","loan","$0","$227,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1063197/000143774920010487/crgs20200331_10q.htm ","","New York","ROCHESTER","350 Linden Oaks, STE 140","14625","NY-25","519190","Genesee Regional Bank","0","","publicly traded","CRGS","New York","USA","diversified","personal technology and hydralic pump development","7","0","$0","","$0","$0","$0","$0","","$50,000","$0","$0","no","no","no","no","no","no","","","","",""
"CURIS, INC.","Curis Inc.","20200415","loan","$0","$890,779","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1108205/000119312520120939/d905729d8k.htm","","Massachusetts","Lexington","4 Maguire Road","02421","MA-05","325412","Silicon Valley Bank","32","","publicly traded","CRIS","Massachusetts","USA","pharmaceuticals","biotechnology","28","0","$0","","$0","$0","$0","$0","","$1,557,773","$0","$0","no","no","no","no","no","no","","","","","curis-inc"
"ALSCO, INC.","Alsco","20200416","loan","$0","$235,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","RED BLUFF","535 Antelope Blvd","96080","CA-01","532490","Umpqua Bank","26","","privately held","","Utah","USA","miscellaneous services","linen and uniform rental","0","0","$99,132","","$191,609","$0","$1,065,575","$0","","$0","$0","$0","no","no","no","yes","no","","","","","alsco","alsco"
"CUTERA INC","Cutera, Inc.","20200413","loan","$0","$7,135,348","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1162461/000143774920008472/cutr20200424_8k.htm","","California","BRISBANE","3240 BAYSHORE BOULEVARD","94005","CA-14","339113","Silicon Valley Bank","133","","publicly traded","CUTR","California","USA","medical equipment and supplies","laser aesthetic systems","447","0","$0","","$0","$0","$0","$0","11.6 to 1","$1,169,857","$100,862","$0","no","no","no","no","no","no","","","","",""
"CV SCIENCES, INC.","CV Sciences, Inc.","20200415","loan","$0","$2,906,195","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1510964/000151096420000031/a8kppploan.htm","","California","San Diego","10070 Barnes Canyon Road","92121","CA-52","325411","JPMorgan Chase Bank, National Association","20","","publicly traded","CVSI","California","USA","household and personal care products","cannabinoid products","125","0","$0","","$0","$0","$0","$0","","$2,766,471","$0","$0","no","no","no","no","no","yes","","","","",""
"CVD EQUIPMENT CORPORATION","CVD Equipment Corporation","20200416","loan","$0","$2,415,970","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/766792/000143774920008214/cvv20200421_8k.htm","","New York","CENTRAL ISLIP","355 South Technology Drive","11722","NY-02","332410","HSBC Bank USA, National Association","172","","publicly traded","CVV","New York","USA","industrial equipment","coating equipment","172","0","$0","","$0","$0","$0","$0","","$347,843","$0","$0","no","no","no","no","no","no","","","","",""
"CYANOTECH CORPORATION","Cyanotech Corporation","20200428","loan","$0","$1,380,975","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/768408/000143774920010307/cyan20200508_8k.htm","","Hawaii","Kailua Kona","73 4460 Queen Kaahumanu Hwy Ste 102","96740","HI-02","112519","First Hawaiian Bank","93","","publicly traded","CYAN","Hawaii","USA","household and personal care products","microalgae products","109","0","$0","","$0","$0","$0","$0","","$425,209","$0","$0","no","no","no","no","no","no","","","","",""
"CYNERGISTEK, INC","CynergisTek, Inc.","20200410","loan","$0","$2,825,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1011432/000144586620000431/ctek_8k.htm","","Texas","AUSTIN","11940 Jolleyville Rd","78759","TX-17","561410","BMO Harris Bank National Association","120","","publicly traded","CTEK","Texas","USA","miscellaneous services","cybersecurity services","142","0","$0","","$0","$0","$0","$0","","$955,207","$0","$0","no","no","no","no","no","no","","","","",""
"DARE BIOSCIENCE, INC.","Dare Bioscience, Inc.","20200415","loan","$0","$367,285","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1401914/000140191420000068/dare_10qx2020x0331.htm ","","California","San Diego","3655 Nobel Drive, Suite 260","92122","CA-52","541715","Silicon Valley Bank","20","","publicly traded","DARE","California","USA","pharmaceuticals","pharmaceuticals","18","0","$0","","$0","$0","$0","$0","","$628,753","$0","$0","no","no","no","no","no","no","","","","",""
"DATA STORAGE CORPORATION","Data Storage Corp","20200427","loan","$0","$481,977","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1419951/000173112220000547/e1919-10q.htm","","New York","Melville","48 S Service Road","11747","NY-03","541990","Signature Bank","0","","publicly traded","DTST","New York","USA","information services","digital data storage services","0","0","$0","","$0","$0","$0","$0","","$66,000","$0","$0","no","no","no","no","no","no","","","","",""
"DATA443 RISK MITIGATION, INC.","Data443 Risk Mitigation, Inc.","20200415","loan","$0","$339,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1068689/000149315220009021/form10-q.htm","","North Carolina","Morrisille","101 J Morris Commons Ln, Ste 105","27560","NC-04","511210","Silicon Valley Bank","21","","publicly traded","ATDS","North Carolina","USA","real estate","real estate development","21","0","$0","","$0","$0","$0","$0","","$294,788","$0","$0","no","no","no","no","no","no","","","","",""
"DEEP DOWN, INC.","Deep Down, Inc.","20200427","loan","$0","$1,111,015","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1110607/000168316820001381/deepdown_8k.htm","","Texas","Houston","18511 Beaumont Hwy","77049","TX-36","213111","Moody National Bank","45","","publicly traded","","Texas","USA","oilfield services and supplies","oilfield services","48","0","$0","","$0","$0","$0","$0","","$648,092","$0","$0","no","no","no","no","no","no","","","","",""
"DESERT HAWK GOLD CORP","Desert Hawk Gold Corp.","20200411","loan","$0","$463,497","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1168081/000121390020015859/f10q0320_deserthawk.htm","","Nevada","RENO","1290 HOLCOMB AVE","89502","NV-02","212221","Glacier Bank","50","","publicly traded","","Nevada","USA","mining and minerals","gold mining","51","0","$0","","$0","$0","$0","$0","","$128,692","$0","$0","no","no","no","no","no","no","","","","",""
"DIGIMARC CORPORATION","Digimarc","20200409","loan","$0","$5,032,072","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1438231/000156459020017367/dmrc-8k_20200420.htm","","Oregon","BEAVERTON","9405 SW Gemini Drive","97008","OR-01","423430","Stearns Bank National Association","215","","publicly traded","DMRC","Oregon","USA","information technology","digital identification","216","0","$0","","$0","$0","$0","$0","","$2,468,326","$0","$0","no","no","no","no","no","yes","","","","","digimarc"
"DIGIRAD CORPORATION","Digirad Corporation","20200428","loan","$0","$772,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/707388/000092189520001293/form8k09271004_05062020.htm","","Georgia","Suwanee","1048 Industrial Court","30024","GA-07","334510","Sterling National Bank","0","","publicly traded","DRAD","Georgia","USA","diversified","medical imaging and other products","618","0","$0","","$0","$0","$0","$0","","$637,997","$0","$0","no","no","no","no","no","no","","","","",""
"DIGITAL ALLY, INC.","DIGITAL ALLY INC","20200429","loan","$0","$1,418,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1342958/000149315220009477/form10-q.htm","","Kansas","LENEXA","9705 LOIRET BLVD","66219","KS-03","423990","First-Citizens Bank & Trust Company","97","","publicly traded","DGLY","Kansas","USA","information technology","digital imaging software","119","0","$0","","$0","$0","$0","$0","","$1,086,390","$0","$0","no","no","no","no","no","no","","","","",""
"DPW HOLDINGS, INC.","DPW Holdings, Inc.","20200428","loan","$0","$715,101","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/896493/000121465920005205/s51920110k.htm#item1","","California","NEWPORT BEACH","201 Shipyard Way","92663","CA-48","551112","First National Bank Alaska","39","","publicly traded","DPW","California","USA","diversified","diversified industries","210","0","$0","","$0","$0","$0","$0","","$418,832","$0","$0","no","no","no","no","no","no","","","","",""
"ROTO - ROOTER","Chemed","20200404","loan","$0","$158,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Dakota","SIOUX FALLS","901 E 52nd St N","57104","SD-","561790","The First National Bank in Sioux Falls","14","","publicly traded","CHE","Ohio","USA","healthcare services","hospice care; drain cleaning services","16,641","0","$24,774,330","","$57,152","$75,200,000","$23,098","$0","226 to 1","$10,019,850","$44,423","$0","yes","no","yes","no","no","yes","","","","chemed","chemed"
"ROTORCRAFT LEASING COMPANY, LLC","H.I.G. Capital","20200404","loan","$0","$3,371,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Louisiana","BROUSSARD","430 N Eola Rd","70518","LA-03","213112","Third Coast Bank SSB","208","","privately held","","Florida","USA","private equity (including portfolio companies)","private equity (including portfolio companies)","0","0","$0","","$30,272,145","$0","$1,040,079","$9,787,600","","$0","$0","$0","no","no","no","yes","yes","no","","","","hig-capital","hig-capital"
"ROTO-ROOTER SERVICES COMPANY","Chemed","20200413","loan","$0","$169,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","YAKIMA","802 Tennant Lane","98901","WA-04","238220","KeyBank National Association","16","","publicly traded","CHE","Ohio","USA","healthcare services","hospice care; drain cleaning services","16,641","0","$24,774,330","","$57,152","$75,200,000","$23,098","$0","226 to 1","$10,019,850","$44,423","$0","yes","no","yes","no","no","yes","","","","chemed","chemed"
"EASTSIDE DISTILLING, INC.","Eastside Distilling, Inc.","20200411","loan","$0","$1,044,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","The company received a loan of $1,044,500 and its subsidiary Craft Canning + Bottling LLC received one for $393,600.","https://www.sec.gov/Archives/edgar/data/1534708/000149315220006656/form8-k.htm","","Oregon","Portland","1001 SE Water Ave","97214","OR-03","424820","Live Oak Banking Company","0","","publicly traded","EAST","Oregon","USA","beverages","alcoholic beverages","89","0","$0","","$0","$0","$0","$0","","$726,609","$0","$0","no","no","no","no","no","no","","","","",""
"EDISON NATION, INC","Edison Nation, Inc.","20200410","loan","$0","$789,852","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1717556/000149315220007115/form8-k.htm","","Pennsylvania","BETHLEHEM","1 West BROAD ST","18018","PA-07","339930","First Choice Bank","0","","publicly traded","EDNT","Pennsylvania","USA","business services","marketing services","54","0","$0","","$0","$0","$0","$0","","$120,000","$0","$0","no","no","no","no","no","no","","","","",""
"ELECTROCORE, INC.","electroCore, Inc.","20200427","loan","$0","$1,409,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1560258/000119312520134948/d890371d8k.htm","","New Jersey","BASKING RIDGE","150 ALLEN RD STE 201","07920","NJ-07","541714","Citibank, N.A.","65","","publicly traded","ECOR","New Jersey","USA","medical equipment and supplies","medical devices","51","0","$0","","$0","$0","$0","$0","","$1,789,433","$0","$0","no","no","no","no","no","no","","","","",""
"ELECTRONIC SYSTEMS TECHNOLOGY INC","Electronic Systems Technology, Inc.","20200409","loan","$0","$171,712","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/752294/000105291820000098/elst8kapr27-20.htm","","Washington","KENNEWICK","415 N QUAY ST STE B1","99336","WA-04","517919","Bank of America, National Association","9","","publicly traded","ELST","Washington","USA","telecommunications","digital radio transceivers","9","0","$0","","$0","$0","$0","$0","","$139,962","$0","$0","no","no","no","no","no","no","","","","",""
"EMAGIN CORPORATION","eMagin Corp","20200602","loan","$0","$1,963,235","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1046995/000104699520000041/eman-20200612x8k.htm","","New York","HOPEWELL JUNCTION","700 South Drive Suite 201","12533","NY-18","334111","KeyBank National Association","103","","publicly traded","EMAN","New York","USA","electrical and electronic equipment","LED displays","96","0","$0","","$0","$0","$0","$0","","$418,000","$0","$0","no","no","no","no","no","no","","","","",""
"EMCORE CORPORATION","Emcore Corp.","20200501","loan","$0","$6,488,157","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/808326/000155837020005754/emkr-20200331x10q.htm","","California","ALHAMBRA","2015 CHESTNUT STREET","91803","CA-27","334413","Wells Fargo Bank, National Association","0","","publicly traded","EMKR","California","USA","miscellaneous manufacturing","fiber optics equipment","420","0","$0","","$5,483,838","$0","$0","$0","","$1,390,711","$0","$0","no","no","no","no","no","no","","","","emcore-corp","emcore-corp"
"EMERALD HEALTH PHARMACEUTICALS INC","Emerald Health Pharmaceuticals Inc.","20200415","loan","$0","$292,152","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1700800/000121390020010304/ea121057-1k_emeraldhealth.htm","","California","San Diego","5910 Pacific Center Blvd, Suite 300","92121","CA-49","325412","Silicon Valley Bank","13","","publicly traded","","California","USA","pharmaceuticals","pharmaceuticals derived from cannabidiol","15","0","$0","","$0","$0","$0","$0","","$491,250","$0","$0","no","no","no","no","no","no","","","","",""
"EMERSON RADIO CORP","EMERSON RADIO CORP","20200430","loan","$0","$204,432","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/32621/000156459020030804/msn-10k_20200331.htm","","New Jersey","Parsippany","35 Waterview Blvd","07054","NJ-11","334310","TD Bank, National Association","12","","publicly traded","MSN","New Jersey","USA","household and personal care products","houseware and consumer electric products","22","0","$0","","$0","$0","$0","$0","","$545,400","$0","$0","no","no","no","no","no","no","","","","",""
"ENCISION INC.","Encision Inc.","20200415","loan","$0","$598,568","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/930775/000107997320000307/ecia_8k.htm","","Colorado","BOULDER","6797 Winchester Cir","80301","CO-02","339112","Bank of America, National Association","33","","publicly traded","ECIA","Colorado","USA","medical equipment and supplies","medical devices","38","0","$0","","$0","$0","$0","$0","","$260,682","$0","$0","no","no","no","no","no","no","","","","",""
"ENDOLOGIX INC","Endologix, Inc.","20200501","loan","$0","$9,812,727","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1013606/000101360620000084/form_8-kxq12020xearningsxr.htm","","California","Irvine","2 Musick","92618","CA-45","339112","Bank of America, National Association","477","","publicly traded","ELGX","California","USA","medical equipment and supplies","medical devices","488","0","$0","","$0","$0","$0","$0","","$4,556,815","$0","$0","no","no","no","no","no","yes","","","","",""
"ENDRA LIFE SCIENCES INC.","ENDRA Life Sciences Inc.","20200412","loan","$0","$308,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1681682/000165495420004473/ndra_8k.htm","","Michigan","Ann Arbor","3600 Green Ct Ste 350","48105","MI-12","541714","First Republic Bank","14","","publicly traded","NDRA","Michigan","USA","medical equipment and supplies","ultrasound devices","15","0","$0","","$0","$0","$0","$0","","$724,553","$0","$0","no","no","no","no","no","no","","","","",""
"ENERGY FOCUS, INC.","Energy Focus, Inc.","20200415","loan","$0","$794,965","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/924168/000092416820000025/a20200421form8-kppploan.htm","","Ohio","SOLON","32000 Aurora Road","44139","OH-14","335129","KeyBank National Association","51","","publicly traded","EFOI","Ohio","USA","miscellaneous manufacturing","lighting systems","42","0","$0","","$0","$0","$0","$0","","$871,845","$0","$0","no","no","no","no","no","no","","","","",""
"RUBIO'S RESTAURANTS, INC.","Rubio's Restaurants","20200409","loan","$0","$10,000,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","CARLSBAD","2200 FARADAY AVE SUITE 250","92008","CA-49","722513","Sunwest Bank","500","","privately held","","California","USA","restaurants and foodservice","restaurants","0","0","$0","","$21,244","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","rubios-restaurants","rubios-restaurants"
"ENGLOBAL CORPORATION","ENGlobal Corporation","20200407","loan","$0","$4,915,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/933738/000165495420004132/eng_8k.htm","","Texas","HOUSTON","654 N. SAM HOUSTON PKWY East","77060","TX-29","541330","Origin Bank","255","The CEO owns more than 30 percent of the shares.","publicly traded","ENG","Texas","USA","oilfield services and supplies","energy engineering services","251","0","$0","","$0","$0","$0","$0","","$49,422","$0","$0","no","no","no","no","no","no","","","","",""
"ENSERVCO CORPORATION","Enservco Corporation","20200410","loan","$0","$1,939,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/319458/000143774920007881/ensv20200415_8k.htm","","Colorado","DENVER","999 18TH ST, STE 1925N","80202","CO-01","213112","East West Bank","100","","publicly traded","ENSV","Colorado","USA","oilfield services and supplies","oilfield services","186","0","$0","","$0","$0","$0","$0","","$776,388","$0","$0","no","no","no","no","no","no","","","","",""
"ALTIUS AVIATION LLC","Altius Aviation LLC","20200413","loan","$0","$184,622","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New York","SYRACUSE","113 Tuskegee RD","13211","NY-24","611512","Community Bank, National Association","11","","privately held","","New York","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"ENZO BIOCHEM INC","Enzo Biochem, Inc.","20200415","loan","$0","$6,999,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/316253/000093041320001201/c95791_8k.htm","","New York","NEW YORK","527 MADISON AVE","10022","NY-12","325412","Citibank, N.A.","425","","publicly traded","ENZ","New York","USA","medical equipment and supplies","diagnostic products","460","0","$0","","$33,750","$3,510,245","$0","$0","34 to 1","$1,476,672","$43,512","$0","no","no","yes","no","no","no","","","","enzo-biochem-inc","enzo-biochem-inc"
"ESCALON MEDICAL CORP.","ESCALON MEDICAL CORP","20200412","loan","$0","$500,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/862668/000086266820000005/esmc_20200331-10q.htm ","","Pennsylvania","WAYNE","435 Devon Park Dr.","19087","PA-06","423450","TD Bank, National Association","2","","publicly traded","ESMC","Pennsylvania","USA","medical equipment and supplies","distribution and marketing for medical devices","38","0","$0","","$0","$0","$0","$0","","$194,222","$0","$0","no","no","no","no","no","no","","","","",""
"ETON PHARMACEUTICALS, INC.","Eton Pharmaceuticals, Inc.","20200501","loan","$0","$360,805","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://www.sec.gov/Archives/edgar/data/1710340/000149315220007843/form8-k.htm","","Illinois","Deer Park","21925 W Field Pkwy Ste 235","60010","IL-06","325412","Bank of America, National Association","9","","publicly traded","ETON","Illinois","USA","pharmaceuticals","hospital injectable products","17","0","$0","","$0","$0","$0","$0","","$1,946,408","$0","$0","no","no","no","no","no","no","","","","",""
"RUSSELL OIL COMPANY, INC.","Russell Oil","20200415","loan","$0","$262,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Alabama","LAPINE","222 SCHOOL HOUSE RD","36046","AL-02","447110","River Bank & Trust","37","","privately held","","Oklahoma","USA","oil and gas","oil & gas","0","0","$5,581","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","russell-oil",""
"RUSSELLVILLE HOSPITAL, INC.","Huntsville Hospital Health System","20200407","loan","$0","$2,176,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Alabama","RUSSELLVILLE","15155 HIGHWAY 43","35653","AL-04","622110","Guaranty Bank & Trust Company","238","","non-profit","","Alabama","USA","healthcare services","hospitals","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
